customer_id,page_views,time_spent,product_id,purchase_date,category,price,ratings
15,28,60,102,2023-05-26,Innovative Device,971,4.4
8,38,218,113,2024-01-18,Modern Gadget,135,3.7
19,38,163,101,2023-10-24,Household Staple,326,4.3
3,31,74,169,2023-05-23,Multipurpose Item,120,3.4
15,36,123,164,2023-09-19,Multipurpose Item,760,3.9
4,48,118,105,2023-08-13,Quality Essential,460,4.3
18,40,215,107,2023-03-30,Fashionable Item,437,4.2
1,18,127,158,2023-09-11,Premium Selection,891,4.2
4,29,168,167,2023-12-03,Functional Gear,936,3.7
20,16,262,126,2023-11-25,Classic Product,862,3.8
13,9,269,130,2023-04-11,Universal Solution,359,4.1
1,45,55,174,2023-12-13,Product A,77,4.6
4,34,89,161,2023-11-12,Popular Choice,28,4.4
7,16,125,183,2023-03-06,Multipurpose Item,186,4.9
6,32,177,142,2023-10-10,Product A,246,3.9
18,40,274,144,2023-07-16,Popular Choice,368,4.5
5,12,151,148,2023-05-04,Classic Product,139,4.5
11,30,54,190,2023-11-22,Practical Item,528,3.8
14,10,42,126,2023-10-09,Everyday Accessory,810,4.5
4,45,131,172,2023-09-21,Household Staple,333,4.3
16,42,205,108,2023-08-12,Universal Solution,52,3.4
3,5,262,172,2023-09-17,Premium Selection,447,4.7
13,46,190,133,2023-08-27,Functional Gear,837,3.2
4,17,211,152,2023-05-22,Household Staple,456,4.3
1,21,168,103,2023-10-17,Household Staple,224,3.4
19,18,159,106,2023-06-24,Practical Item,224,3.0
3,27,176,153,2023-11-02,Practical Item,517,3.6
2,46,266,109,2023-03-10,Innovative Device,811,3.7
8,40,191,111,2024-01-05,Premium Selection,31,4.8
14,17,268,145,2023-10-11,Product A,169,4.1
9,48,283,145,2023-11-06,Modern Gadget,199,4.4
18,8,229,155,2023-03-12,Functional Gear,458,3.5
13,32,212,125,2023-09-17,Essential Item,630,4.4
11,25,146,129,2023-06-11,Eco-friendly Option,706,3.8
6,12,190,149,2023-08-09,Household Staple,35,3.2
16,18,77,182,2023-08-24,Versatile Tool,43,4.9
18,6,138,110,2023-12-29,Eco-friendly Option,862,3.6
8,22,236,129,2023-11-19,Must-Have Product,223,4.7
17,25,81,113,2023-06-04,Quality Essential,609,3.6
7,21,233,104,2023-06-07,Multipurpose Item,592,4.6
12,26,153,189,2023-04-28,Eco-friendly Option,742,4.2
19,16,109,189,2023-03-10,Quality Essential,943,3.2
4,20,298,162,2023-03-27,Quality Essential,659,4.6
17,13,287,181,2023-10-02,Household Staple,986,4.4
14,13,204,105,2023-04-29,Functional Gear,523,3.5
2,26,282,122,2023-11-11,Product A,580,3.3
19,11,128,104,2023-11-14,Versatile Tool,311,3.7
10,6,81,113,2023-07-13,Popular Choice,157,3.6
11,38,254,151,2023-03-21,Must-Have Product,54,3.1
6,37,284,158,2024-01-14,Practical Item,44,3.2
10,44,128,142,2023-07-04,Premium Selection,317,4.1
19,26,62,107,2023-09-27,Timeless Piece,926,4.3
7,26,296,168,2023-07-28,Essential Item,614,4.3
19,18,191,108,2024-01-20,Fashionable Item,914,5.0
10,28,165,124,2024-01-20,Fashionable Item,56,3.3
18,35,254,169,2023-09-25,Functional Gear,696,3.5
11,43,202,181,2023-05-19,Practical Item,805,3.4
7,40,123,150,2023-05-20,Innovative Device,285,4.1
12,7,173,181,2023-03-26,Eco-friendly Option,581,3.2
12,10,296,145,2024-01-14,Fashionable Item,921,4.4
1,40,239,102,2023-08-12,Timeless Piece,723,4.1
14,5,137,157,2023-07-27,Household Staple,549,4.9
11,17,208,189,2023-03-12,Quality Essential,421,3.1
10,20,35,193,2023-09-20,Versatile Tool,20,4.4
19,32,186,136,2023-06-12,Eco-friendly Option,818,4.1
18,12,55,103,2024-01-24,Must-Have Product,222,4.4
9,31,290,107,2023-08-24,Premium Selection,149,4.6
20,21,67,120,2023-04-13,Functional Gear,149,4.0
3,43,43,182,2023-10-04,Timeless Piece,817,4.6
18,30,230,180,2023-08-28,Product A,879,3.4
15,23,47,198,2023-03-25,Universal Solution,469,3.3
5,10,166,135,2023-04-18,Eco-friendly Option,883,4.5
20,33,215,116,2023-04-16,Fashionable Item,963,3.3
5,44,236,162,2023-01-29,Functional Gear,528,4.5
5,41,226,148,2023-12-05,Essential Item,530,4.5
19,40,150,155,2023-05-12,Must-Have Product,638,3.4
13,28,187,115,2023-06-22,Modern Gadget,861,3.9
15,6,64,186,2023-12-07,Fashionable Item,24,3.9
16,35,188,138,2024-01-12,Versatile Tool,349,4.3
8,32,125,135,2023-07-16,Popular Choice,104,3.4
9,33,291,194,2023-06-13,Eco-friendly Option,777,4.6
9,18,77,108,2023-04-13,Household Staple,28,4.9
19,20,199,125,2023-06-23,Universal Solution,417,3.7
13,10,57,175,2023-09-10,Must-Have Product,344,4.0
11,11,299,175,2023-07-08,Modern Gadget,179,3.2
5,40,149,125,2023-06-28,Versatile Tool,555,3.2
7,15,42,133,2023-03-12,Modern Gadget,698,3.2
1,47,104,142,2023-03-21,Timeless Piece,505,3.7
10,25,255,162,2023-06-13,Universal Solution,394,4.6
7,27,264,134,2023-07-02,Innovative Device,898,4.4
8,32,241,113,2023-02-07,Time-saving Tool,904,4.0
13,29,101,139,2023-11-22,Popular Choice,548,4.1
5,17,189,155,2023-04-10,Versatile Tool,381,4.0
15,11,246,122,2023-10-08,Eco-friendly Option,936,3.6
6,10,160,186,2023-08-06,Product A,884,3.1
6,34,38,185,2023-08-03,Functional Gear,838,4.8
16,18,37,162,2023-09-12,Popular Choice,291,4.1
6,17,148,111,2023-04-04,Modern Gadget,832,4.2
11,23,191,119,2023-02-11,Classic Product,930,3.6
10,7,175,114,2023-10-11,Everyday Accessory,599,4.2
19,36,64,149,2024-01-26,Functional Gear,455,4.2
5,14,271,170,2023-10-25,Multipurpose Item,947,4.4
13,19,236,168,2023-05-27,Time-saving Tool,620,4.5
8,42,282,193,2023-06-13,Essential Item,612,4.7
7,27,133,139,2023-10-06,Essential Item,276,4.0
17,46,146,182,2023-10-04,Functional Gear,877,3.9
15,29,147,195,2023-06-09,Classic Product,109,4.8
11,24,36,180,2023-12-01,Quality Essential,76,3.1
18,17,61,187,2023-06-11,Functional Gear,174,4.0
10,13,70,137,2023-09-05,Everyday Accessory,267,3.1
19,42,192,183,2023-07-05,Eco-friendly Option,462,4.2
10,36,123,188,2023-07-12,Quality Essential,433,4.2
17,17,266,189,2023-10-23,Classic Product,943,4.0
7,9,238,131,2023-08-17,Fashionable Item,959,3.7
15,34,63,179,2023-03-29,Household Staple,326,4.3
10,14,159,125,2023-09-27,Innovative Device,316,3.7
15,13,172,150,2023-08-16,Essential Item,168,3.8
20,28,189,179,2023-12-20,Practical Item,190,3.1
19,15,143,157,2023-07-06,Quality Essential,843,3.2
10,39,218,156,2023-07-27,Functional Gear,607,3.4
13,43,147,164,2023-06-21,Functional Gear,879,3.2
13,47,215,106,2023-09-10,Must-Have Product,552,3.3
13,38,257,184,2023-12-13,Eco-friendly Option,608,4.0
18,43,185,116,2023-07-14,Timeless Piece,423,3.9
19,26,248,195,2023-02-03,Functional Gear,186,4.8
13,47,145,149,2023-03-03,Functional Gear,574,4.1
9,28,277,153,2023-05-14,Eco-friendly Option,631,4.2
15,26,288,115,2023-08-05,Modern Gadget,58,3.8
16,46,39,151,2023-08-19,Multipurpose Item,676,3.6
17,9,189,108,2023-10-04,Versatile Tool,493,3.6
20,30,181,139,2023-12-04,Household Staple,436,4.5
3,34,51,108,2023-09-04,Innovative Device,104,3.1
5,25,138,107,2023-04-03,Versatile Tool,429,3.5
15,5,99,160,2023-12-24,Time-saving Tool,356,4.8
11,15,129,167,2023-09-06,Classic Product,299,4.3
20,19,167,132,2023-03-09,Practical Item,432,4.3
18,22,59,121,2024-01-16,Essential Item,966,3.3
17,44,38,117,2023-10-11,Time-saving Tool,210,4.7
18,7,187,191,2023-12-02,Everyday Accessory,699,3.4
11,44,48,120,2023-05-02,Eco-friendly Option,234,3.6
2,28,121,187,2023-05-26,Fashionable Item,434,3.0
9,9,168,101,2024-01-18,Product A,280,3.3
2,20,42,119,2023-12-07,Timeless Piece,861,3.8
15,27,58,154,2023-03-27,Classic Product,827,3.6
20,32,281,116,2023-12-15,Classic Product,510,5.0
14,46,162,116,2023-05-17,Popular Choice,227,4.2
11,26,243,153,2023-12-19,Popular Choice,417,3.0
20,46,85,184,2023-12-17,Functional Gear,146,4.3
12,16,43,120,2023-03-02,Multipurpose Item,790,4.8
14,19,179,144,2023-02-13,Essential Item,864,4.4
9,48,253,138,2023-11-21,Multipurpose Item,959,4.6
20,44,45,104,2023-12-06,Multipurpose Item,541,3.1
4,30,228,130,2023-09-18,Product A,983,5.0
12,7,254,183,2023-05-18,Must-Have Product,571,3.5
9,19,299,160,2023-05-07,Must-Have Product,51,3.8
3,21,221,180,2023-02-06,Functional Gear,531,3.8
18,15,69,166,2023-11-20,Essential Item,129,3.3
1,6,161,190,2023-07-20,Versatile Tool,933,3.8
16,22,179,125,2023-04-05,Versatile Tool,812,3.5
1,37,44,146,2023-03-21,Classic Product,89,4.2
19,49,61,191,2023-12-18,Fashionable Item,856,4.3
17,32,193,114,2023-10-04,Universal Solution,660,4.0
15,8,164,119,2023-10-03,Eco-friendly Option,626,4.3
13,24,198,194,2023-04-15,Fashionable Item,429,4.8
14,21,244,189,2023-04-11,Time-saving Tool,392,4.1
6,33,227,192,2023-06-24,Eco-friendly Option,619,3.6
19,6,182,103,2023-08-24,Product A,154,3.1
19,29,75,152,2023-07-26,Popular Choice,657,4.6
7,26,145,136,2023-06-20,Classic Product,831,3.7
8,6,253,185,2023-06-09,Timeless Piece,382,4.2
17,33,108,141,2023-06-30,Popular Choice,875,3.9
1,47,190,126,2023-10-16,Must-Have Product,253,3.2
3,24,185,124,2023-09-20,Essential Item,649,4.2
19,7,167,190,2024-01-07,Timeless Piece,125,4.1
16,10,187,143,2023-03-14,Functional Gear,352,3.8
4,36,63,193,2023-10-05,Popular Choice,29,4.8
10,42,198,153,2024-01-07,Innovative Device,425,4.7
17,20,97,113,2023-03-28,Popular Choice,554,3.8
6,47,197,178,2023-06-03,Household Staple,849,4.4
11,25,127,155,2023-09-24,Product A,289,3.7
13,33,252,172,2023-10-04,Quality Essential,487,3.4
6,6,159,122,2023-10-18,Universal Solution,242,4.8
7,34,118,121,2023-02-09,Product A,109,4.2
6,47,225,115,2023-11-19,Product A,527,4.7
7,5,89,155,2024-01-10,Eco-friendly Option,796,4.7
3,6,189,199,2024-01-14,Fashionable Item,381,4.9
8,37,30,158,2023-12-25,Innovative Device,560,3.2
10,23,284,182,2023-07-14,Household Staple,734,3.1
3,17,256,111,2023-04-13,Fashionable Item,276,4.3
6,30,211,117,2023-12-05,Classic Product,622,4.2
15,44,240,158,2023-05-26,Innovative Device,357,3.1
2,35,157,169,2023-11-09,Fashionable Item,221,3.5
9,12,41,164,2023-02-17,Innovative Device,555,4.7
15,42,38,126,2023-03-01,Must-Have Product,356,4.8
14,13,256,162,2023-10-07,Premium Selection,854,3.7
5,30,104,184,2023-03-26,Innovative Device,945,4.2
18,49,206,198,2023-01-31,Classic Product,84,4.7
1,9,181,137,2023-07-25,Household Staple,254,3.9
4,31,223,185,2023-03-23,Fashionable Item,671,4.1
18,28,46,150,2023-04-14,Premium Selection,355,4.0
17,33,262,145,2023-08-02,Functional Gear,855,5.0
5,36,210,197,2023-07-29,Popular Choice,629,3.8
1,40,127,107,2024-01-12,Time-saving Tool,262,4.9
3,6,129,147,2023-07-04,Essential Item,973,3.5
11,26,148,173,2023-02-08,Fashionable Item,936,3.3
7,20,59,128,2023-05-18,Practical Item,182,3.4
1,26,183,108,2023-11-09,Modern Gadget,766,4.4
14,9,250,188,2023-02-02,Quality Essential,225,3.8
3,42,204,107,2023-03-22,Household Staple,892,3.3
3,45,274,123,2023-11-20,Quality Essential,267,3.2
18,11,106,102,2023-04-19,Essential Item,249,4.8
9,37,64,182,2023-10-16,Popular Choice,925,4.9
2,19,40,188,2023-02-14,Innovative Device,153,3.1
8,24,161,182,2024-01-18,Must-Have Product,749,3.4
5,12,127,137,2023-06-06,Household Staple,181,4.8
20,39,152,125,2023-02-17,Universal Solution,449,3.2
4,18,35,159,2023-07-15,Functional Gear,347,3.4
19,25,31,145,2023-06-06,Practical Item,592,3.4
8,39,66,142,2023-08-02,Practical Item,571,3.7
18,7,68,131,2023-05-17,Product A,919,3.8
3,48,115,149,2023-12-06,Household Staple,907,3.8
1,24,209,169,2023-02-26,Versatile Tool,258,4.4
18,44,250,162,2023-03-20,Must-Have Product,518,3.7
2,36,67,144,2023-02-07,Quality Essential,96,4.1
6,16,167,186,2023-02-02,Premium Selection,424,3.7
10,38,141,118,2023-11-07,Versatile Tool,696,4.3
9,32,295,157,2023-09-18,Multipurpose Item,705,3.8
12,11,36,180,2023-07-30,Practical Item,495,3.8
2,37,64,175,2023-06-02,Product A,244,4.5
11,15,238,191,2023-06-26,Popular Choice,712,4.2
4,30,56,102,2023-09-16,Universal Solution,949,3.1
2,36,267,109,2023-04-11,Household Staple,811,4.9
4,6,254,116,2023-08-30,Eco-friendly Option,644,3.6
17,36,259,195,2023-05-16,Universal Solution,22,4.5
3,15,234,197,2023-09-25,Multipurpose Item,703,4.2
5,38,34,188,2023-09-18,Essential Item,465,3.9
17,20,35,195,2023-06-18,Fashionable Item,253,4.8
20,48,43,168,2023-06-04,Product A,584,3.5
7,24,263,158,2023-09-29,Household Staple,512,3.1
19,35,254,145,2023-11-21,Fashionable Item,830,4.3
12,18,55,197,2023-02-05,Product A,833,4.8
16,35,77,101,2023-10-12,Innovative Device,740,3.7
18,12,275,105,2023-05-26,Versatile Tool,558,3.3
5,44,297,168,2023-03-17,Product A,956,3.5
10,25,149,172,2023-12-17,Modern Gadget,132,4.2
16,49,76,167,2023-06-30,Functional Gear,799,4.8
15,16,179,105,2023-07-14,Everyday Accessory,926,3.3
12,21,276,182,2023-11-20,Must-Have Product,349,3.9
6,25,116,154,2023-08-31,Timeless Piece,341,4.8
16,36,71,127,2023-08-27,Versatile Tool,544,4.7
12,21,44,164,2023-07-01,Premium Selection,44,4.4
14,41,228,106,2023-07-01,Classic Product,401,3.1
11,6,249,191,2023-12-12,Quality Essential,228,3.5
3,29,162,126,2023-03-03,Fashionable Item,269,3.7
16,19,241,122,2023-12-11,Popular Choice,985,4.7
7,31,73,176,2023-03-23,Innovative Device,346,3.5
8,27,124,125,2024-01-01,Classic Product,384,4.5
5,11,112,135,2023-11-24,Must-Have Product,998,3.4
18,42,162,198,2023-08-10,Timeless Piece,624,3.9
1,41,193,106,2024-01-23,Multipurpose Item,875,3.0
15,48,111,147,2023-04-20,Versatile Tool,377,3.5
5,47,62,197,2023-11-01,Practical Item,609,3.5
14,14,148,149,2024-01-07,Universal Solution,956,4.4
6,38,112,154,2023-07-25,Versatile Tool,213,3.1
17,8,77,169,2023-07-20,Premium Selection,889,4.3
13,46,140,168,2023-07-14,Modern Gadget,741,4.4
15,35,218,191,2023-05-30,Universal Solution,72,4.4
16,49,225,190,2023-02-20,Multipurpose Item,248,4.2
18,11,115,180,2023-06-26,Household Staple,650,4.4
18,11,173,170,2023-10-06,Timeless Piece,248,4.9
4,49,102,102,2023-03-01,Quality Essential,932,3.4
4,12,197,188,2023-04-19,Eco-friendly Option,263,4.2
4,48,231,147,2023-07-02,Multipurpose Item,585,4.5
6,31,121,184,2023-12-15,Modern Gadget,763,3.2
10,14,207,170,2023-08-27,Popular Choice,627,4.9
12,33,86,186,2023-03-01,Timeless Piece,467,4.3
2,39,144,131,2023-03-05,Product A,226,3.1
1,42,120,161,2023-04-25,Versatile Tool,482,4.2
10,36,250,135,2023-02-13,Fashionable Item,642,3.7
20,15,107,139,2023-02-03,Household Staple,760,3.1
10,28,123,113,2023-02-17,Classic Product,664,4.2
17,23,183,146,2023-04-11,Eco-friendly Option,485,4.3
6,26,92,168,2023-10-10,Timeless Piece,795,4.2
14,44,228,111,2023-09-02,Classic Product,185,4.0
1,8,179,147,2023-10-08,Universal Solution,253,4.6
4,45,180,160,2023-03-12,Time-saving Tool,736,4.5
11,40,146,172,2023-10-28,Essential Item,168,4.6
2,46,154,162,2023-05-15,Functional Gear,393,5.0
9,12,287,124,2023-03-19,Product A,548,3.9
9,49,186,115,2023-02-10,Eco-friendly Option,640,4.3
20,37,207,116,2023-10-21,Modern Gadget,467,3.0
7,44,172,177,2023-08-21,Innovative Device,531,4.9
8,36,45,145,2023-06-01,Functional Gear,856,3.6
3,22,106,173,2023-11-02,Timeless Piece,304,4.0
5,46,276,105,2023-09-01,Quality Essential,149,4.5
9,13,295,111,2024-01-05,Versatile Tool,317,4.0
4,46,207,129,2023-04-25,Popular Choice,174,3.5
6,12,243,156,2023-10-01,Universal Solution,680,3.6
19,8,86,105,2023-03-20,Time-saving Tool,504,3.4
13,33,98,136,2023-11-08,Household Staple,815,3.6
4,41,211,132,2023-06-03,Timeless Piece,316,4.6
11,26,89,153,2023-04-07,Time-saving Tool,603,4.0
4,20,40,134,2023-04-12,Innovative Device,371,3.8
11,25,163,102,2023-11-18,Practical Item,982,4.2
2,24,97,186,2023-07-10,Popular Choice,693,4.4
4,35,163,123,2023-08-30,Versatile Tool,281,3.6
5,26,123,115,2023-11-12,Functional Gear,309,3.5
6,10,59,132,2023-09-10,Essential Item,761,3.3
1,14,160,179,2023-06-10,Premium Selection,603,4.2
7,19,207,145,2023-12-20,Timeless Piece,817,4.6
1,9,238,135,2023-05-01,Versatile Tool,882,4.2
18,5,54,113,2024-01-02,Functional Gear,795,3.5
17,31,175,156,2023-03-14,Eco-friendly Option,561,3.1
15,25,136,138,2023-08-01,Innovative Device,402,4.9
11,9,58,123,2023-06-11,Household Staple,688,4.9
20,31,133,135,2023-09-26,Eco-friendly Option,400,4.6
10,34,119,140,2023-12-02,Modern Gadget,493,3.3
19,22,295,110,2023-07-08,Multipurpose Item,473,4.0
17,13,293,107,2023-06-25,Quality Essential,80,4.7
3,5,276,116,2023-06-13,Innovative Device,43,3.0
5,41,44,146,2023-10-21,Practical Item,205,3.6
9,14,96,182,2023-06-11,Innovative Device,337,3.1
9,11,273,177,2023-08-04,Multipurpose Item,229,3.6
17,40,114,162,2023-11-01,Popular Choice,654,3.3
1,44,48,127,2023-07-04,Everyday Accessory,777,4.1
4,35,239,114,2023-12-13,Universal Solution,460,4.6
3,46,42,138,2023-10-06,Classic Product,827,3.3
15,48,268,140,2023-02-28,Innovative Device,602,3.3
11,32,154,199,2023-03-16,Popular Choice,104,3.2
19,18,102,140,2023-06-06,Innovative Device,699,4.7
8,38,184,121,2023-04-24,Classic Product,772,4.2
15,33,149,199,2024-01-19,Fashionable Item,368,3.6
5,23,139,167,2023-02-09,Essential Item,516,4.2
19,41,118,196,2024-01-25,Must-Have Product,989,4.4
19,33,204,167,2023-12-16,Eco-friendly Option,151,3.1
14,16,256,161,2023-12-13,Quality Essential,626,4.5
1,15,102,167,2023-03-27,Household Staple,544,3.7
20,41,99,165,2023-06-07,Must-Have Product,661,4.7
2,18,171,139,2023-07-10,Time-saving Tool,232,3.3
12,11,54,180,2023-07-27,Versatile Tool,951,5.0
19,14,137,199,2023-06-21,Popular Choice,909,3.7
2,11,124,188,2024-01-15,Must-Have Product,985,4.4
16,33,274,121,2023-07-19,Classic Product,368,4.5
13,34,258,161,2023-06-18,Essential Item,161,3.7
18,38,46,167,2023-12-22,Premium Selection,896,3.8
16,15,291,141,2023-07-31,Eco-friendly Option,997,3.2
4,24,251,177,2023-07-31,Essential Item,600,4.8
18,29,294,131,2023-09-05,Premium Selection,902,3.6
17,5,162,168,2023-03-14,Product A,879,4.4
8,36,69,136,2023-11-04,Must-Have Product,165,3.8
9,41,147,176,2023-10-03,Eco-friendly Option,269,3.8
2,31,99,109,2023-05-03,Premium Selection,757,4.0
4,31,238,114,2023-11-15,Versatile Tool,859,3.1
10,39,56,127,2023-05-23,Classic Product,776,4.5
15,31,280,165,2023-12-23,Modern Gadget,832,3.8
15,19,97,184,2023-06-18,Household Staple,325,3.8
2,18,131,195,2023-12-09,Fashionable Item,718,4.2
16,48,150,139,2023-05-22,Premium Selection,279,3.3
14,33,106,154,2023-11-06,Versatile Tool,535,3.7
11,26,50,197,2023-04-29,Innovative Device,972,4.8
1,38,87,137,2023-07-23,Functional Gear,792,3.7
15,48,197,183,2023-10-01,Popular Choice,246,3.6
8,38,46,116,2023-10-05,Eco-friendly Option,432,4.9
7,38,138,153,2023-07-26,Functional Gear,364,4.6
3,11,285,168,2023-02-27,Classic Product,199,3.0
12,21,149,185,2023-06-27,Product A,248,3.8
20,42,184,130,2023-04-02,Must-Have Product,354,3.2
5,9,287,150,2023-06-09,Classic Product,532,4.6
3,23,143,148,2023-10-23,Modern Gadget,234,3.8
10,9,41,183,2023-08-11,Modern Gadget,162,4.1
10,22,298,155,2023-12-15,Versatile Tool,129,4.2
13,47,31,195,2023-10-13,Household Staple,744,4.8
6,49,287,144,2023-09-02,Must-Have Product,552,3.5
5,48,205,128,2023-09-01,Premium Selection,291,3.2
16,43,60,174,2023-07-08,Product A,842,3.9
19,23,90,145,2023-04-23,Essential Item,458,4.7
8,26,157,107,2023-12-25,Innovative Device,96,4.3
11,37,150,132,2023-10-14,Essential Item,833,3.5
8,15,79,190,2024-01-04,Classic Product,517,3.5
11,23,70,197,2023-11-06,Quality Essential,575,4.4
3,5,204,135,2023-04-20,Modern Gadget,352,4.8
5,21,87,136,2023-06-18,Time-saving Tool,663,3.8
11,45,259,174,2023-03-27,Time-saving Tool,587,4.5
6,31,99,146,2023-08-10,Multipurpose Item,789,3.3
8,47,46,192,2023-06-14,Premium Selection,162,4.3
10,17,114,152,2023-03-30,Fashionable Item,551,3.3
7,21,167,179,2023-08-31,Popular Choice,995,4.6
11,7,99,158,2023-07-09,Modern Gadget,76,3.1
3,42,119,106,2023-03-30,Functional Gear,173,4.3
13,20,156,115,2023-07-25,Product A,263,3.0
5,23,266,111,2023-12-26,Functional Gear,452,3.0
18,12,208,189,2023-10-25,Everyday Accessory,349,3.5
2,11,202,129,2023-10-04,Must-Have Product,983,4.5
6,9,170,107,2023-03-15,Household Staple,564,4.9
16,33,159,119,2024-01-05,Universal Solution,604,3.8
16,7,167,120,2023-12-26,Must-Have Product,642,3.8
2,11,123,127,2023-03-13,Premium Selection,442,4.1
16,48,98,151,2023-09-28,Practical Item,142,3.2
15,43,206,113,2024-01-19,Functional Gear,800,4.8
5,12,129,168,2024-01-04,Universal Solution,907,3.5
4,8,187,168,2023-04-18,Must-Have Product,183,3.3
5,19,93,160,2023-02-08,Everyday Accessory,386,4.2
15,17,82,145,2023-06-10,Timeless Piece,395,3.3
1,42,65,155,2023-12-20,Household Staple,628,3.8
8,26,137,109,2023-09-12,Essential Item,144,4.5
18,5,221,160,2023-02-14,Functional Gear,162,3.1
